gene1,gene2
HGNC:7193,HGNC:1460
HGNC:20093,HGNC:8754
HGNC:3518,HGNC:406
HGNC:9349,HGNC:4296
HGNC:8609,HGNC:4570
HGNC:8896,HGNC:1246
HGNC:8788,HGNC:4311
HGNC:225,HGNC:3535
HGNC:2898,HGNC:362
HGNC:11425,HGNC:15516
HGNC:11782,HGNC:11842
HGNC:37276,HGNC:30262
HGNC:6193,HGNC:890
HGNC:26222,HGNC:11842
HGNC:17646,HGNC:9302
HGNC:19139,HGNC:8794
HGNC:21869,HGNC:5005
HGNC:4706,HGNC:13533
HGNC:10681,HGNC:626
HGNC:12496,HGNC:8975
HGNC:18518,HGNC:2995
HGNC:361,HGNC:6522
HGNC:14988,HGNC:15868
HGNC:7029,HGNC:4296
HGNC:468,HGNC:4056
HGNC:3418,HGNC:8896
HGNC:361,HGNC:6050
HGNC:4195,HGNC:8896
HGNC:8788,HGNC:4296
HGNC:9411,HGNC:7590
HGNC:30611,HGNC:12440
HGNC:1461,HGNC:6840
HGNC:9407,HGNC:9314
HGNC:4837,HGNC:5218
HGNC:89,HGNC:9726
HGNC:16999,HGNC:93
HGNC:361,HGNC:25481
HGNC:19237,HGNC:325
HGNC:8964,HGNC:6535
HGNC:7154,HGNC:393
HGNC:9349,HGNC:8790
HGNC:10294,HGNC:2260
HGNC:8609,HGNC:8778
HGNC:9349,HGNC:9052
HGNC:327,HGNC:16001
HGNC:23141,HGNC:12592
HGNC:3535,HGNC:25223
HGNC:3771,HGNC:1492
HGNC:9751,HGNC:14198
HGNC:9725,HGNC:3551
HGNC:7892,HGNC:17759
HGNC:3642,HGNC:758
HGNC:12877,HGNC:9081
HGNC:3771,HGNC:26404
HGNC:2995,HGNC:29666
HGNC:1476,HGNC:325
HGNC:257,HGNC:7713
HGNC:9751,HGNC:4195
HGNC:7680,HGNC:6080
HGNC:2843,HGNC:9402
HGNC:18453,HGNC:4162
HGNC:18518,HGNC:9325
HGNC:5218,HGNC:4800
HGNC:18986,HGNC:4056
HGNC:9689,HGNC:470
HGNC:1500,HGNC:13398
HGNC:7530,HGNC:13486
HGNC:8840,HGNC:8646
HGNC:9173,HGNC:8957
HGNC:13420,HGNC:237
HGNC:4892,HGNC:7029
HGNC:3771,HGNC:8806
HGNC:4298,HGNC:12840
HGNC:17964,HGNC:30260
HGNC:23161,HGNC:24862
HGNC:9413,HGNC:1377
HGNC:8794,HGNC:7590
HGNC:22140,HGNC:3551
HGNC:6522,HGNC:2972
HGNC:18294,HGNC:20
HGNC:9173,HGNC:13533
HGNC:12009,HGNC:30605
HGNC:1424,HGNC:15919
HGNC:4313,HGNC:16066
HGNC:4115,HGNC:794
HGNC:8773,HGNC:2652
HGNC:37276,HGNC:4189
HGNC:6193,HGNC:2228
HGNC:9208,HGNC:6080
HGNC:469,HGNC:4799
HGNC:5157,HGNC:8592
HGNC:89,HGNC:8127
HGNC:10872,HGNC:236
HGNC:4799,HGNC:30262
HGNC:451,HGNC:17759
HGNC:1502,HGNC:4313
HGNC:327,HGNC:4341
HGNC:4177,HGNC:3706
HGNC:321,HGNC:2896
HGNC:8127,HGNC:8877
HGNC:11120,HGNC:24249
HGNC:4799,HGNC:291
HGNC:177,HGNC:21406
HGNC:30611,HGNC:6685
HGNC:4296,HGNC:7758
HGNC:8778,HGNC:7708
HGNC:8604,HGNC:10547
HGNC:15629,HGNC:7216
HGNC:25133,HGNC:2519
HGNC:7166,HGNC:4706
HGNC:15919,HGNC:6215
HGNC:8790,HGNC:2228
HGNC:11120,HGNC:16001
HGNC:17800,HGNC:9066
HGNC:9279,HGNC:4706
HGNC:2294,HGNC:714
HGNC:8028,HGNC:2861
HGNC:9577,HGNC:1480
HGNC:9280,HGNC:2592
HGNC:18453,HGNC:6315
HGNC:2321,HGNC:15516
HGNC:13486,HGNC:23159
HGNC:8768,HGNC:17964
HGNC:21144,HGNC:4922
HGNC:4570,HGNC:3513
HGNC:341,HGNC:2529
HGNC:22932,HGNC:438
HGNC:4177,HGNC:8927
HGNC:6664,HGNC:6512
HGNC:5157,HGNC:9462
HGNC:3418,HGNC:877
HGNC:6530,HGNC:12496
HGNC:29666,HGNC:3551
HGNC:9462,HGNC:18337
HGNC:5213,HGNC:890
HGNC:10537,HGNC:23159
HGNC:1502,HGNC:33882
HGNC:2652,HGNC:8931
HGNC:9083,HGNC:4800
HGNC:327,HGNC:25695
HGNC:11257,HGNC:2972
HGNC:2342,HGNC:2858
HGNC:1509,HGNC:1971
HGNC:6833,HGNC:90
HGNC:853,HGNC:2328
HGNC:10545,HGNC:15868
HGNC:24650,HGNC:29685
HGNC:19743,HGNC:6176
HGNC:9726,HGNC:12730
HGNC:25538,HGNC:8794
HGNC:8940,HGNC:1985
HGNC:14198,HGNC:14988
HGNC:451,HGNC:11449
HGNC:12469,HGNC:12009
HGNC:8654,HGNC:251
HGNC:30802,HGNC:7892
HGNC:23,HGNC:28526
HGNC:33882,HGNC:451
HGNC:10545,HGNC:11448
HGNC:26019,HGNC:8032
HGNC:7710,HGNC:9752
HGNC:8923,HGNC:13345
HGNC:17964,HGNC:9402
HGNC:15993,HGNC:7710
HGNC:5391,HGNC:9689
HGNC:14198,HGNC:17877
HGNC:2652,HGNC:25695
HGNC:19317,HGNC:8778
HGNC:4335,HGNC:3767
HGNC:8547,HGNC:11777
HGNC:25538,HGNC:8957
HGNC:2501,HGNC:8931
HGNC:29666,HGNC:2719
HGNC:2342,HGNC:924
HGNC:8789,HGNC:24249
HGNC:3631,HGNC:9411
HGNC:6315,HGNC:3551
HGNC:9577,HGNC:8806
HGNC:391,HGNC:1460
HGNC:14198,HGNC:19139
HGNC:4837,HGNC:9891
HGNC:8028,HGNC:851
HGNC:7707,HGNC:8653
HGNC:451,HGNC:17800
HGNC:10545,HGNC:2860
HGNC:4570,HGNC:10297
HGNC:4922,HGNC:12266
HGNC:325,HGNC:930
HGNC:9255,HGNC:4696
HGNC:15629,HGNC:11449
HGNC:5213,HGNC:8786
HGNC:2592,HGNC:11460
HGNC:9052,HGNC:9081
HGNC:8977,HGNC:13533
HGNC:9411,HGNC:4241
HGNC:22140,HGNC:8931
HGNC:9067,HGNC:17095
HGNC:4570,HGNC:237
HGNC:7530,HGNC:8790
HGNC:8977,HGNC:237
HGNC:30262,HGNC:30881
HGNC:20580,HGNC:7708
HGNC:4892,HGNC:28526
HGNC:3535,HGNC:16066
HGNC:25223,HGNC:26527
HGNC:713,HGNC:175
HGNC:3247,HGNC:1500
HGNC:12469,HGNC:13486
HGNC:2342,HGNC:7468
HGNC:2280,HGNC:17759
HGNC:11179,HGNC:1062
HGNC:15993,HGNC:28526
HGNC:1502,HGNC:8773
HGNC:6826,HGNC:13398
HGNC:7863,HGNC:14988
HGNC:886,HGNC:1476
HGNC:7473,HGNC:7680
HGNC:89,HGNC:12563
HGNC:21022,HGNC:8032
HGNC:7450,HGNC:2260
HGNC:9082,HGNC:3513
HGNC:7529,HGNC:3151
HGNC:23657,HGNC:11449
HGNC:7104,HGNC:10547
HGNC:10818,HGNC:11449
HGNC:2321,HGNC:13533
HGNC:15993,HGNC:8840
HGNC:3631,HGNC:9940
HGNC:22932,HGNC:404
HGNC:11425,HGNC:6512
HGNC:5212,HGNC:12572
HGNC:12586,HGNC:1460
HGNC:18294,HGNC:12266
HGNC:1509,HGNC:5208
HGNC:4189,HGNC:812
HGNC:5154,HGNC:9081
HGNC:25135,HGNC:626
HGNC:28358,HGNC:8604
HGNC:1971,HGNC:6050
HGNC:22140,HGNC:325
HGNC:4892,HGNC:24861
HGNC:30262,HGNC:3528
HGNC:6826,HGNC:20286
HGNC:11834,HGNC:3046
HGNC:8754,HGNC:6171
HGNC:12266,HGNC:9891
HGNC:9751,HGNC:25538
HGNC:25538,HGNC:10297
HGNC:9040,HGNC:20
HGNC:11782,HGNC:3356
HGNC:469,HGNC:8788
HGNC:2528,HGNC:714
HGNC:8877,HGNC:930
HGNC:11834,HGNC:8654
HGNC:17759,HGNC:626
HGNC:8108,HGNC:2277
HGNC:2294,HGNC:177
HGNC:6617,HGNC:4115
HGNC:26444,HGNC:9302
HGNC:9349,HGNC:4298
HGNC:8609,HGNC:393
HGNC:1062,HGNC:2976
HGNC:886,HGNC:3551
HGNC:473,HGNC:10872
HGNC:5218,HGNC:9399
HGNC:11179,HGNC:886
HGNC:19317,HGNC:6826
HGNC:15505,HGNC:3046
HGNC:119,HGNC:735
HGNC:11120,HGNC:2260
HGNC:6535,HGNC:2602
HGNC:17697,HGNC:2519
HGNC:8609,HGNC:19139
HGNC:23056,HGNC:7892
HGNC:2867,HGNC:5208
HGNC:341,HGNC:30802
HGNC:24247,HGNC:29666
HGNC:12015,HGNC:388
HGNC:10537,HGNC:2689
HGNC:4065,HGNC:470
HGNC:8896,HGNC:6833
HGNC:8957,HGNC:2330
HGNC:15993,HGNC:20233
HGNC:29958,HGNC:4193
HGNC:7680,HGNC:13533
HGNC:3706,HGNC:4056
HGNC:3247,HGNC:9082
HGNC:758,HGNC:7045
HGNC:12496,HGNC:626
HGNC:1848,HGNC:8907
HGNC:11425,HGNC:7154
HGNC:4922,HGNC:25792
HGNC:16001,HGNC:12651
HGNC:8773,HGNC:19358
HGNC:1460,HGNC:3513
HGNC:9305,HGNC:626
HGNC:8788,HGNC:8768
HGNC:13486,HGNC:6050
HGNC:12563,HGNC:7104
HGNC:5391,HGNC:4803
HGNC:26444,HGNC:7710
HGNC:8977,HGNC:9066
HGNC:8783,HGNC:406
HGNC:341,HGNC:794
HGNC:2528,HGNC:4706
HGNC:12015,HGNC:468
HGNC:7436,HGNC:8794
HGNC:7530,HGNC:19743
HGNC:8923,HGNC:29419
HGNC:89,HGNC:5005
HGNC:9940,HGNC:8768
HGNC:2529,HGNC:8977
HGNC:11831,HGNC:11559
HGNC:2321,HGNC:391
HGNC:119,HGNC:12586
HGNC:8788,HGNC:6522
HGNC:451,HGNC:2330
HGNC:12496,HGNC:4138
HGNC:6080,HGNC:6708
HGNC:2501,HGNC:2719
HGNC:26404,HGNC:3092
HGNC:29958,HGNC:2519
HGNC:392,HGNC:4056
HGNC:3434,HGNC:12840
HGNC:232,HGNC:6522
HGNC:11278,HGNC:4800
HGNC:5218,HGNC:7216
HGNC:9279,HGNC:12440
HGNC:3356,HGNC:1133
HGNC:19743,HGNC:9453
HGNC:4057,HGNC:175
HGNC:23657,HGNC:2689
HGNC:1067,HGNC:4193
HGNC:3535,HGNC:4803
HGNC:8778,HGNC:18466
HGNC:11278,HGNC:2731
HGNC:15505,HGNC:4570
HGNC:3642,HGNC:30881
HGNC:7529,HGNC:3046
HGNC:3518,HGNC:9414
HGNC:18986,HGNC:8905
HGNC:4796,HGNC:26444
HGNC:7473,HGNC:758
HGNC:14198,HGNC:361
HGNC:391,HGNC:8786
HGNC:14198,HGNC:24862
HGNC:2976,HGNC:2861
HGNC:2277,HGNC:3528
HGNC:1037,HGNC:325
HGNC:5391,HGNC:11278
HGNC:9388,HGNC:6080
HGNC:37276,HGNC:1246
HGNC:25538,HGNC:11782
HGNC:341,HGNC:26274
HGNC:30611,HGNC:7708
HGNC:4313,HGNC:19139
HGNC:2873,HGNC:8975
HGNC:4065,HGNC:7590
HGNC:7716,HGNC:2328
HGNC:20,HGNC:395
HGNC:4892,HGNC:19684
HGNC:119,HGNC:714
HGNC:9411,HGNC:8896
HGNC:8548,HGNC:9940
HGNC:3356,HGNC:15917
HGNC:385,HGNC:4341
HGNC:18062,HGNC:3700
HGNC:7716,HGNC:7216
HGNC:4801,HGNC:19237
HGNC:6192,HGNC:237
HGNC:89,HGNC:2973
HGNC:9060,HGNC:6617
HGNC:8790,HGNC:7045
HGNC:6842,HGNC:30740
HGNC:21022,HGNC:20
HGNC:12563,HGNC:30605
HGNC:15993,HGNC:626
HGNC:7468,HGNC:13398
HGNC:7680,HGNC:857
HGNC:21869,HGNC:2707
HGNC:19684,HGNC:8789
HGNC:18704,HGNC:14198
HGNC:9115,HGNC:6840
HGNC:13211,HGNC:8806
HGNC:9060,HGNC:8547
HGNC:5218,HGNC:10818
HGNC:758,HGNC:6831
HGNC:12563,HGNC:4138
HGNC:1062,HGNC:930
HGNC:22140,HGNC:626
HGNC:4817,HGNC:1442
HGNC:12877,HGNC:30605
HGNC:4313,HGNC:9305
HGNC:9155,HGNC:713
HGNC:291,HGNC:19316
HGNC:3535,HGNC:3151
HGNC:2995,HGNC:7631
HGNC:4837,HGNC:232
HGNC:8547,HGNC:18453
HGNC:21144,HGNC:3700
HGNC:2867,HGNC:13398
HGNC:4795,HGNC:28526
HGNC:6530,HGNC:30260
HGNC:4289,HGNC:4817
HGNC:37276,HGNC:7590
HGNC:8609,HGNC:9411
HGNC:9577,HGNC:11609
HGNC:12586,HGNC:438
HGNC:404,HGNC:9052
HGNC:24678,HGNC:7218
HGNC:10681,HGNC:26527
HGNC:26404,HGNC:2995
HGNC:714,HGNC:12840
HGNC:438,HGNC:21474
HGNC:393,HGNC:3046
HGNC:24861,HGNC:9399
HGNC:4922,HGNC:18062
HGNC:3528,HGNC:9414
HGNC:9040,HGNC:93
HGNC:6522,HGNC:9891
HGNC:2867,HGNC:9940
HGNC:4298,HGNC:9689
HGNC:9399,HGNC:1037
HGNC:11179,HGNC:801
HGNC:3631,HGNC:177
HGNC:17646,HGNC:2860
HGNC:6193,HGNC:1246
HGNC:119,HGNC:7529
HGNC:6617,HGNC:393
HGNC:6685,HGNC:8940
HGNC:4012,HGNC:8977
HGNC:29419,HGNC:468
HGNC:9067,HGNC:93
HGNC:8840,HGNC:20233
HGNC:28358,HGNC:30262
HGNC:89,HGNC:2867
HGNC:18985,HGNC:2898
HGNC:7707,HGNC:391
HGNC:30611,HGNC:4138
HGNC:9413,HGNC:12513
HGNC:5213,HGNC:7713
HGNC:6522,HGNC:8654
HGNC:1985,HGNC:3700
HGNC:9413,HGNC:4341
HGNC:21869,HGNC:236
HGNC:20233,HGNC:2896
HGNC:15993,HGNC:9314
HGNC:8923,HGNC:6685
HGNC:4241,HGNC:325
HGNC:11449,HGNC:29685
HGNC:19139,HGNC:14988
HGNC:119,HGNC:6192
HGNC:5213,HGNC:2330
HGNC:7707,HGNC:1246
HGNC:7892,HGNC:9115
HGNC:4177,HGNC:800
HGNC:9066,HGNC:4696
HGNC:3642,HGNC:8646
HGNC:19743,HGNC:6708
HGNC:12496,HGNC:22140
HGNC:4313,HGNC:4422
HGNC:9411,HGNC:6937
HGNC:9721,HGNC:11559
HGNC:20580,HGNC:3092
HGNC:362,HGNC:393
HGNC:4416,HGNC:2652
HGNC:9081,HGNC:3513
HGNC:1442,HGNC:29594
HGNC:236,HGNC:8931
HGNC:812,HGNC:19316
HGNC:2873,HGNC:175
HGNC:91,HGNC:3767
HGNC:7432,HGNC:16001
HGNC:6903,HGNC:28526
HGNC:3356,HGNC:3148
HGNC:17697,HGNC:19316
HGNC:4115,HGNC:29685
HGNC:9940,HGNC:10297
HGNC:8754,HGNC:735
HGNC:4012,HGNC:11257
HGNC:5394,HGNC:30740
HGNC:6192,HGNC:3435
HGNC:327,HGNC:30802
HGNC:19684,HGNC:90
HGNC:25792,HGNC:6080
HGNC:890,HGNC:8960
HGNC:6601,HGNC:9059
HGNC:2260,HGNC:8592
HGNC:6186,HGNC:18324
HGNC:26444,HGNC:20
HGNC:2529,HGNC:291
HGNC:10537,HGNC:8786
HGNC:7863,HGNC:3133
HGNC:25223,HGNC:30881
HGNC:3579,HGNC:5005
HGNC:8940,HGNC:10297
HGNC:37276,HGNC:8108
HGNC:25135,HGNC:6172
HGNC:14988,HGNC:7713
HGNC:8788,HGNC:6080
HGNC:26444,HGNC:4177
HGNC:4801,HGNC:29594
HGNC:6898,HGNC:1377
HGNC:8548,HGNC:4175
HGNC:9870,HGNC:13420
HGNC:9155,HGNC:2519
HGNC:4189,HGNC:93
HGNC:3642,HGNC:4125
HGNC:5154,HGNC:2972
HGNC:11834,HGNC:8646
HGNC:857,HGNC:9402
HGNC:9060,HGNC:1460
HGNC:1377,HGNC:17035
HGNC:17964,HGNC:8940
HGNC:12877,HGNC:11559
HGNC:4816,HGNC:24861
HGNC:9067,HGNC:9066
HGNC:758,HGNC:26019
HGNC:26222,HGNC:8896
HGNC:9208,HGNC:6522
HGNC:15672,HGNC:4699
HGNC:8789,HGNC:11777
HGNC:29812,HGNC:11449
HGNC:8927,HGNC:4706
HGNC:29932,HGNC:1247
HGNC:1480,HGNC:9958
HGNC:15993,HGNC:2501
HGNC:388,HGNC:8977
HGNC:341,HGNC:10818
HGNC:9725,HGNC:25135
HGNC:757,HGNC:5201
HGNC:18294,HGNC:7715
HGNC:11448,HGNC:12572
HGNC:2321,HGNC:19331
HGNC:8773,HGNC:1246
HGNC:10818,HGNC:28526
HGNC:17697,HGNC:6172
HGNC:2294,HGNC:12015
HGNC:6619,HGNC:9870
HGNC:24249,HGNC:714
HGNC:30611,HGNC:2995
HGNC:12469,HGNC:3012
HGNC:8636,HGNC:9255
HGNC:19139,HGNC:8653
HGNC:4193,HGNC:9726
HGNC:3092,HGNC:11842
HGNC:1480,HGNC:24861
HGNC:2501,HGNC:9325
HGNC:19317,HGNC:7758
HGNC:4289,HGNC:12840
HGNC:20093,HGNC:15868
HGNC:8021,HGNC:7715
HGNC:869,HGNC:7166
HGNC:9752,HGNC:15925
HGNC:2277,HGNC:291
HGNC:11559,HGNC:7758
HGNC:10537,HGNC:2277
HGNC:28358,HGNC:890
HGNC:8789,HGNC:2328
HGNC:19684,HGNC:794
HGNC:8783,HGNC:9115
HGNC:24678,HGNC:17341
HGNC:18466,HGNC:12730
HGNC:8609,HGNC:8788
HGNC:7432,HGNC:24247
HGNC:9067,HGNC:25135
HGNC:6664,HGNC:6617
HGNC:89,HGNC:2898
HGNC:4416,HGNC:25461
HGNC:7029,HGNC:6903
HGNC:3631,HGNC:16001
HGNC:6601,HGNC:794
HGNC:8654,HGNC:3133
HGNC:9314,HGNC:8940
HGNC:2995,HGNC:4057
HGNC:6535,HGNC:24249
HGNC:11257,HGNC:9402
HGNC:414,HGNC:3518
HGNC:11277,HGNC:8957
HGNC:11179,HGNC:7892
HGNC:15868,HGNC:2731
HGNC:11460,HGNC:29685
HGNC:33882,HGNC:14988
HGNC:7473,HGNC:15517
HGNC:1377,HGNC:7154
HGNC:2528,HGNC:3356
HGNC:29594,HGNC:3700
HGNC:18985,HGNC:2995
HGNC:7218,HGNC:10547
HGNC:12563,HGNC:9081
HGNC:13486,HGNC:11831
HGNC:8754,HGNC:924
HGNC:3631,HGNC:9453
HGNC:21406,HGNC:406
HGNC:2707,HGNC:6176
HGNC:19743,HGNC:4193
HGNC:15629,HGNC:17175
HGNC:24464,HGNC:9721
HGNC:23159,HGNC:17095
HGNC:11179,HGNC:4175
HGNC:17646,HGNC:5208
HGNC:2277,HGNC:8789
HGNC:13486,HGNC:2873
HGNC:18294,HGNC:9407
HGNC:17964,HGNC:409
HGNC:12563,HGNC:5157
HGNC:341,HGNC:3688
HGNC:20286,HGNC:12592
HGNC:8021,HGNC:120
HGNC:4065,HGNC:13398
HGNC:8773,HGNC:869
HGNC:4065,HGNC:4057
HGNC:21869,HGNC:10818
HGNC:8547,HGNC:24249
HGNC:9314,HGNC:626
HGNC:4189,HGNC:799
HGNC:12513,HGNC:14988
HGNC:29932,HGNC:3700
HGNC:6937,HGNC:4799
HGNC:469,HGNC:10297
HGNC:5154,HGNC:1247
HGNC:2858,HGNC:4803
HGNC:21042,HGNC:408
HGNC:225,HGNC:17697
HGNC:2933,HGNC:9255
HGNC:23141,HGNC:6512
HGNC:417,HGNC:4311
HGNC:8790,HGNC:11120
HGNC:12877,HGNC:13420
HGNC:9349,HGNC:9958
HGNC:3579,HGNC:19358
HGNC:19331,HGNC:120
HGNC:4806,HGNC:30881
HGNC:2501,HGNC:11842
HGNC:1500,HGNC:11777
HGNC:9399,HGNC:4057
HGNC:4796,HGNC:2678
HGNC:4118,HGNC:12586
HGNC:5157,HGNC:362
HGNC:3434,HGNC:3518
HGNC:25538,HGNC:7154
HGNC:2228,HGNC:25481
HGNC:9891,HGNC:6176
HGNC:20,HGNC:5208
HGNC:7179,HGNC:1377
HGNC:6192,HGNC:9081
HGNC:23161,HGNC:4799
HGNC:6826,HGNC:11425
HGNC:10545,HGNC:4189
HGNC:91,HGNC:794
HGNC:392,HGNC:9067
HGNC:7179,HGNC:4422
HGNC:4796,HGNC:812
HGNC:3435,HGNC:4806
HGNC:14988,HGNC:7166
HGNC:177,HGNC:3012
HGNC:1550,HGNC:7530
HGNC:30611,HGNC:8960
HGNC:4193,HGNC:10297
HGNC:1492,HGNC:325
HGNC:414,HGNC:12730
HGNC:11179,HGNC:4311
HGNC:11448,HGNC:4551
HGNC:392,HGNC:6617
HGNC:9388,HGNC:325
HGNC:89,HGNC:4803
HGNC:468,HGNC:2328
HGNC:7680,HGNC:9350
HGNC:23161,HGNC:4195
HGNC:851,HGNC:3688
HGNC:2280,HGNC:1037
HGNC:25223,HGNC:9081
HGNC:9040,HGNC:6685
HGNC:1502,HGNC:4065
HGNC:18453,HGNC:15925
HGNC:4125,HGNC:13398
HGNC:8768,HGNC:20233
HGNC:89,HGNC:8786
HGNC:11777,HGNC:735
HGNC:17964,HGNC:18062
HGNC:890,HGNC:91
HGNC:6685,HGNC:4296
HGNC:2321,HGNC:232
HGNC:12015,HGNC:7758
HGNC:6530,HGNC:8636
HGNC:417,HGNC:15505
HGNC:21869,HGNC:3151
HGNC:291,HGNC:2280
HGNC:7450,HGNC:120
HGNC:9388,HGNC:7713
HGNC:7450,HGNC:6512
HGNC:3438,HGNC:8905
HGNC:3434,HGNC:29666
HGNC:4806,HGNC:10547
HGNC:2342,HGNC:877
HGNC:24678,HGNC:5218
HGNC:2260,HGNC:7892
HGNC:341,HGNC:11992
HGNC:9305,HGNC:7631
HGNC:4195,HGNC:24247
HGNC:4021,HGNC:4455
HGNC:1848,HGNC:26444
HGNC:4138,HGNC:6512
HGNC:7104,HGNC:9689
HGNC:7529,HGNC:5005
HGNC:2898,HGNC:9279
HGNC:257,HGNC:4335
HGNC:9115,HGNC:6903
HGNC:29812,HGNC:3148
HGNC:291,HGNC:9399
HGNC:15993,HGNC:9115
HGNC:20580,HGNC:7045
HGNC:11834,HGNC:4313
HGNC:9282,HGNC:2698
HGNC:21474,HGNC:93
HGNC:25135,HGNC:18062
HGNC:1985,HGNC:7216
HGNC:5213,HGNC:12651
HGNC:2342,HGNC:9891
HGNC:9349,HGNC:800
HGNC:757,HGNC:17877
HGNC:29932,HGNC:2719
HGNC:1985,HGNC:8977
HGNC:794,HGNC:7715
HGNC:11503,HGNC:2995
HGNC:8636,HGNC:8754
HGNC:11425,HGNC:12563
HGNC:4551,HGNC:391
HGNC:17877,HGNC:30605
HGNC:7432,HGNC:17095
HGNC:3151,HGNC:9399
HGNC:37276,HGNC:20286
HGNC:11179,HGNC:3518
HGNC:9388,HGNC:17035
HGNC:6193,HGNC:2529
HGNC:8786,HGNC:19316
HGNC:4021,HGNC:1460
HGNC:8547,HGNC:17175
HGNC:853,HGNC:4796
HGNC:10872,HGNC:1247
HGNC:1971,HGNC:9891
HGNC:24861,HGNC:3647
HGNC:8636,HGNC:4193
HGNC:24678,HGNC:8021
HGNC:4422,HGNC:5157
HGNC:6826,HGNC:4204
HGNC:30605,HGNC:7715
HGNC:7218,HGNC:12513
HGNC:11179,HGNC:4177
HGNC:7529,HGNC:924
HGNC:7710,HGNC:11460
HGNC:9059,HGNC:9588
HGNC:4455,HGNC:8592
HGNC:8108,HGNC:9725
HGNC:6831,HGNC:2972
HGNC:5218,HGNC:8646
HGNC:17877,HGNC:8032
HGNC:23161,HGNC:12513
HGNC:4115,HGNC:1067
HGNC:1848,HGNC:7104
HGNC:6937,HGNC:12440
HGNC:2933,HGNC:713
HGNC:2860,HGNC:4296
HGNC:8925,HGNC:1062
HGNC:4801,HGNC:4012
HGNC:10537,HGNC:19139
HGNC:7680,HGNC:3706
HGNC:4065,HGNC:4056
HGNC:29812,HGNC:8794
HGNC:8773,HGNC:9399
HGNC:4422,HGNC:2860
HGNC:11503,HGNC:9453
HGNC:4298,HGNC:2976
HGNC:2529,HGNC:9958
HGNC:3535,HGNC:30611
HGNC:25538,HGNC:26404
HGNC:10545,HGNC:8789
HGNC:24464,HGNC:800
HGNC:3012,HGNC:2719
HGNC:3535,HGNC:6708
HGNC:20093,HGNC:8896
HGNC:7154,HGNC:13533
HGNC:24464,HGNC:5330
HGNC:7450,HGNC:4816
HGNC:6664,HGNC:2592
HGNC:19237,HGNC:8609
HGNC:8021,HGNC:2843
HGNC:11460,HGNC:19358
HGNC:18985,HGNC:3046
HGNC:37276,HGNC:24475
HGNC:2652,HGNC:11777
HGNC:6971,HGNC:29594
HGNC:13398,HGNC:4057
HGNC:3767,HGNC:6903
HGNC:10547,HGNC:930
HGNC:361,HGNC:11992
HGNC:8794,HGNC:854
HGNC:2898,HGNC:4803
HGNC:7680,HGNC:3151
HGNC:9208,HGNC:321
HGNC:19139,HGNC:2995
HGNC:6833,HGNC:12730
HGNC:12877,HGNC:11777
HGNC:4796,HGNC:6186
HGNC:5157,HGNC:9325
HGNC:9407,HGNC:2501
HGNC:853,HGNC:5201
HGNC:869,HGNC:5005
HGNC:853,HGNC:2852
HGNC:4335,HGNC:5157
HGNC:12513,HGNC:8646
HGNC:1480,HGNC:714
HGNC:24861,HGNC:8646
HGNC:25695,HGNC:6176
HGNC:4313,HGNC:15505
HGNC:6315,HGNC:13398
HGNC:4799,HGNC:3647
HGNC:2873,HGNC:1476
HGNC:8806,HGNC:713
HGNC:9752,HGNC:30262
HGNC:9350,HGNC:29594
HGNC:9577,HGNC:385
HGNC:3528,HGNC:1133
HGNC:853,HGNC:11257
HGNC:7045,HGNC:8977
HGNC:23657,HGNC:393
HGNC:25135,HGNC:4311
HGNC:120,HGNC:8794
HGNC:15868,HGNC:7166
HGNC:2277,HGNC:451
HGNC:7179,HGNC:20499
HGNC:2867,HGNC:2719
HGNC:5391,HGNC:851
HGNC:1550,HGNC:17697
HGNC:4118,HGNC:17877
HGNC:2859,HGNC:8975
HGNC:25481,HGNC:3551
HGNC:6522,HGNC:11609
HGNC:9060,HGNC:6522
HGNC:236,HGNC:6469
HGNC:6937,HGNC:90
HGNC:9305,HGNC:3423
HGNC:8108,HGNC:8021
HGNC:9940,HGNC:7715
HGNC:12015,HGNC:6080
HGNC:10681,HGNC:713
HGNC:5391,HGNC:251
HGNC:4118,HGNC:9040
HGNC:3642,HGNC:12572
HGNC:18294,HGNC:16999
HGNC:385,HGNC:1037
HGNC:5213,HGNC:9588
HGNC:15505,HGNC:19139
HGNC:6971,HGNC:8772
HGNC:12840,HGNC:5005
HGNC:89,HGNC:2330
HGNC:3435,HGNC:10294
HGNC:225,HGNC:799
HGNC:327,HGNC:9081
HGNC:24678,HGNC:325
HGNC:4892,HGNC:4298
HGNC:18985,HGNC:23161
HGNC:8788,HGNC:8927
HGNC:10545,HGNC:9081
HGNC:232,HGNC:2976
HGNC:12513,HGNC:5157
HGNC:225,HGNC:9453
HGNC:6617,HGNC:13345
HGNC:19331,HGNC:30802
HGNC:12440,HGNC:2328
HGNC:4795,HGNC:12877
HGNC:9067,HGNC:12840
HGNC:6898,HGNC:8907
HGNC:6171,HGNC:15925
HGNC:1500,HGNC:1985
HGNC:4806,HGNC:9350
HGNC:9349,HGNC:3418
HGNC:28358,HGNC:2602
HGNC:1424,HGNC:6840
HGNC:8127,HGNC:4699
HGNC:7413,HGNC:7892
HGNC:2294,HGNC:8960
HGNC:17697,HGNC:177
HGNC:469,HGNC:12009
HGNC:4416,HGNC:1037
HGNC:9462,HGNC:26527
HGNC:90,HGNC:11777
HGNC:1550,HGNC:26404
